"","analysis_type","analysis_var","analysis_var_value","group_var","group_var_value","stat","stat_low","stat_upp","n","n_total","n_w","n_w_total","analysis_key"
"13.16","prop_select_one","edu_ind_access_d","1","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",0.349964757694527,0.301772309047871,0.398157206341182,365,1098,367.718509128962,1050.73011223013,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"14.1","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",0.927500610090585,0.896723177459508,0.958278042721662,252,289,255.410552682081,275.375077820312,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"14.2","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",0.072499389909415,0.0417219572783378,0.103276822540492,37,289,19.9645251382303,275.375077820312,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"14.3","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",NA,NA,NA,267,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"14.4","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Girls",0.886416975276163,0.844164750908512,0.928669199643814,214,256,171.788072497025,193.800521976132,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Girls"
"14.5","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Girls",0.113583024723837,0.0713308003561858,0.155835249091488,42,256,22.0124494791075,193.800521976132,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Girls"
"14.6","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Girls",NA,NA,NA,253,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Girls"
"14.7","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Boys",0.919736713094924,0.89051189719576,0.948961528994088,721,803,740.026631813292,804.607037293417,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Boys"
"14.8","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Boys",0.0802632869050759,0.0510384710059115,0.10948810280424,82,803,64.5804054801246,804.607037293417,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Boys"
"14.9","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Boys",NA,NA,NA,677,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Boys"
"14.10","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Girls",0.951318999639876,0.93593122606029,0.966706773219462,699,775,876.367884569552,921.213478235274,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Girls"
"14.11","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Girls",0.0486810003601238,0.0332932267805381,0.0640687739397096,76,775,44.8455936657223,921.213478235274,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Girls"
"14.12","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Girls",NA,NA,NA,610,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Girls"
"14.13","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Boys",0.922720456056075,0.911041783900297,0.934399128211852,2272,2640,2686.00984383187,2910.96813363443,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Boys"
"14.14","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Boys",0.0772795439439252,0.0656008717881478,0.0889582160997027,368,2640,224.958289802568,2910.96813363443,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Boys"
"14.15","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Boys",NA,NA,NA,639,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Boys"
"14.16","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Girls",0.920686179520288,0.907784947616297,0.933587411424278,2133,2460,2301.26283993877,2499.50840050387,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Girls"
"14.17","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Girls",0.0793138204797125,0.0664125885757223,0.0922150523837027,327,2460,198.245560565097,2499.50840050387,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Girls"
"14.18","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Girls",NA,NA,NA,684,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Girls"
"14.19","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Boys",0.940534751026876,0.912418721825884,0.968650780227869,302,336,337.014363163379,358.322074538369,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Boys"
"14.20","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Boys",0.0594652489731237,0.0313492197721312,0.0875812781741163,34,336,21.3077113749903,358.322074538369,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Boys"
"14.21","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Boys",NA,NA,NA,775,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Boys"
"14.22","prop_select_one","edu_disrupted_teacher_d","0","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",0.915387732018018,0.877778233907113,0.952997230128924,316,362,335.755499204036,366.790472998634,"prop_select_one @/@ edu_disrupted_teacher_d %/% 0 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"14.23","prop_select_one","edu_disrupted_teacher_d","1","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",0.0846122679819817,0.047002769871076,0.122221766092887,46,362,31.0349737945982,366.790472998634,"prop_select_one @/@ edu_disrupted_teacher_d %/% 1 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"14.24","prop_select_one","edu_disrupted_teacher_d",NA,"edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",NA,NA,NA,736,NA,NA,NA,"prop_select_one @/@ edu_disrupted_teacher_d %/% NA @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"15.1","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",0.955587608520251,0.934246127583614,0.976929089456887,266,289,263.145012060389,275.375077820312,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"15.2","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",0.0444123914797492,0.0230709105431132,0.0657538724163853,23,289,12.2300657599221,275.375077820312,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"15.3","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",NA,NA,NA,267,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"15.4","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Girls",0.923567058827383,0.878154028182391,0.968980089472375,239,256,178.987778080708,193.800521976132,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Girls"
"15.5","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Girls",0.0764329411726168,0.0310199105276246,0.121845971817609,17,256,14.8127438954242,193.800521976132,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Girls"
"15.6","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Girls",NA,NA,NA,253,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Girls"
"15.7","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Boys",0.96110386536832,0.945536617683275,0.976671113053365,760,805,777.705259492362,809.179202701807,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Boys"
"15.8","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Boys",0.0388961346316796,0.0233288869466346,0.0544633823167246,45,805,31.4739432094446,809.179202701807,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Boys"
"15.9","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Boys",NA,NA,NA,675,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Boys"
"15.10","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Girls",0.949635611470622,0.931453832390225,0.967817390551019,719,776,886.179020709284,933.177957950558,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Girls"
"15.11","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Girls",0.050364388529378,0.0321826094489806,0.0685461676097754,57,776,46.9989372412735,933.177957950558,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Girls"
"15.12","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","lower secondary – 12 to 14 years old %/% Girls",NA,NA,NA,609,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- child_gender_d %/% Girls"
"15.13","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Boys",0.934226469914363,0.916040659669096,0.952412280159629,2449,2643,2721.42159359088,2913.02128684102,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Boys"
"15.14","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Boys",0.0657735300856373,0.0475877198403707,0.083959340330904,194,2643,191.59969325014,2913.02128684102,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Boys"
"15.15","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Boys",NA,NA,NA,636,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Boys"
"15.16","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Girls",0.942704729745999,0.926022572782265,0.959386886709734,2284,2460,2354.80375144539,2497.92292023385,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Girls"
"15.17","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Girls",0.0572952702540007,0.0406131132902664,0.073977427217735,176,2460,143.119168788461,2497.92292023385,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Girls"
"15.18","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","primary – 6 to 11 years old %/% Girls",NA,NA,NA,684,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- child_gender_d %/% Girls"
"15.19","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Boys",0.936711292686173,0.898345594583595,0.975076990788752,317,337,338.848296725584,361.742512737175,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Boys"
"15.20","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Boys",0.0632887073138265,0.0249230092112484,0.101654405416405,20,337,22.8942160115912,361.742512737175,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Boys"
"15.21","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Boys",NA,NA,NA,774,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Boys"
"15.22","prop_select_one","edu_disrupted_hazards_d","0","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",0.950030206695716,0.923876082194732,0.976184331196699,340,364,349.191484541422,367.558296652418,"prop_select_one @/@ edu_disrupted_hazards_d %/% 0 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"15.23","prop_select_one","edu_disrupted_hazards_d","1","edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",0.0499697933042843,0.023815668803301,0.0761239178052676,24,364,18.3668121109961,367.558296652418,"prop_select_one @/@ edu_disrupted_hazards_d %/% 1 @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"15.24","prop_select_one","edu_disrupted_hazards_d",NA,"edu_school_cycle_d %/% child_gender_d","upper secondary – 15 to 17 years old %/% Girls",NA,NA,NA,734,NA,NA,NA,"prop_select_one @/@ edu_disrupted_hazards_d %/% NA @/@ edu_school_cycle_d %/% upper secondary – 15 to 17 years old -/- child_gender_d %/% Girls"
"16.1","prop_select_one","edu_disrupted_displaced_d","0","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",0.994798178774923,0.989534287727501,1.00006206982235,284,288,273.6248794975,275.055669919364,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
"16.2","prop_select_one","edu_disrupted_displaced_d","1","edu_school_cycle_d %/% child_gender_d","ECE – 5 years old %/% Boys",0.00520182122507691,-6.20698223456079e-05,0.0104657122724994,4,288,1.4307904218643,275.055669919364,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ edu_school_cycle_d %/% ECE – 5 years old -/- child_gender_d %/% Boys"
